Label (Grouping),HOUSING OCCUPANCY!!Total housing units,HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,HOUSING OCCUPANCY!!Total housing units!!Vacant housing units,HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate,HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate,UNITS IN STRUCTURE!!Total housing units,"UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","UNITS IN STRUCTURE!!Total housing units!!1-unit, attached",UNITS IN STRUCTURE!!Total housing units!!2 units,UNITS IN STRUCTURE!!Total housing units!!3 or 4 units,UNITS IN STRUCTURE!!Total housing units!!5 to 9 units,UNITS IN STRUCTURE!!Total housing units!!10 to 19 units,UNITS IN STRUCTURE!!Total housing units!!20 or more units,UNITS IN STRUCTURE!!Total housing units!!Mobile home,"UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.",YEAR STRUCTURE BUILT!!Total housing units,YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later,YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013,YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,ROOMS!!Total housing units,ROOMS!!Total housing units!!1 room,ROOMS!!Total housing units!!2 rooms,ROOMS!!Total housing units!!3 rooms,ROOMS!!Total housing units!!4 rooms,ROOMS!!Total housing units!!5 rooms,ROOMS!!Total housing units!!6 rooms,ROOMS!!Total housing units!!7 rooms,ROOMS!!Total housing units!!8 rooms,ROOMS!!Total housing units!!9 rooms or more,ROOMS!!Total housing units!!Median rooms,BEDROOMS!!Total housing units,BEDROOMS!!Total housing units!!No bedroom,BEDROOMS!!Total housing units!!1 bedroom,BEDROOMS!!Total housing units!!2 bedrooms,BEDROOMS!!Total housing units!!3 bedrooms,BEDROOMS!!Total housing units!!4 bedrooms,BEDROOMS!!Total housing units!!5 or more bedrooms,HOUSING TENURE!!Occupied housing units,HOUSING TENURE!!Occupied housing units!!Owner-occupied,HOUSING TENURE!!Occupied housing units!!Renter-occupied,HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit,HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2019 or later,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2018,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier,VEHICLES AVAILABLE!!Occupied housing units,VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available,VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available,VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available,VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available,HOUSE HEATING FUEL!!Occupied housing units,HOUSE HEATING FUEL!!Occupied housing units!!Utility gas,"HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas",HOUSE HEATING FUEL!!Occupied housing units!!Electricity,"HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.",HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke,HOUSE HEATING FUEL!!Occupied housing units!!Wood,HOUSE HEATING FUEL!!Occupied housing units!!Solar energy,HOUSE HEATING FUEL!!Occupied housing units!!Other fuel,HOUSE HEATING FUEL!!Occupied housing units!!No fuel used,SELECTED CHARACTERISTICS!!Occupied housing units,SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities,SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities,SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available,OCCUPANTS PER ROOM!!Occupied housing units,OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less,OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50,OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more,VALUE!!Owner-occupied units,"VALUE!!Owner-occupied units!!Less than $50,000","VALUE!!Owner-occupied units!!$50,000 to $99,999","VALUE!!Owner-occupied units!!$100,000 to $149,999","VALUE!!Owner-occupied units!!$150,000 to $199,999","VALUE!!Owner-occupied units!!$200,000 to $299,999","VALUE!!Owner-occupied units!!$300,000 to $499,999","VALUE!!Owner-occupied units!!$500,000 to $999,999","VALUE!!Owner-occupied units!!$1,000,000 or more",VALUE!!Owner-occupied units!!Median (dollars),MORTGAGE STATUS!!Owner-occupied units,MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage,MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999,"SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more",SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999,"SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more",SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars),SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,GROSS RENT!!Occupied units paying rent,GROSS RENT!!Occupied units paying rent!!Less than $500,GROSS RENT!!Occupied units paying rent!!$500 to $999,"GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999","GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499","GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999","GROSS RENT!!Occupied units paying rent!!$3,000 or more",GROSS RENT!!Occupied units paying rent!!Median (dollars),GROSS RENT!!Occupied units paying rent!!No rent paid,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed),GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed
Nevada,"1,268,533","1,130,011","138,522",1.7,7.2,"1,268,533","760,574","59,131","17,379","82,456","95,451","65,683","118,750","67,090","2,019","1,268,533","59,001","42,421","337,155","338,251","191,024","163,316","73,454","35,895","13,430","14,586","1,268,533","41,819","46,043","131,801","224,021","260,360","227,188","141,354","96,869","99,078",5.2,"1,268,533","44,707","127,431","327,362","475,187","234,329","59,517","1,130,011","644,864","485,147",2.7,2.58,"1,130,011","73,387","418,216","271,806","226,914","95,201","44,487","1,130,011","82,002","390,692","415,257","242,060","1,130,011","656,727","30,243","405,321","6,550",223,"14,547","4,196","5,944","6,260","1,130,011","4,336","9,017","22,303","1,130,011","1,082,701","31,799","15,511","644,864","25,565","24,209","39,712","67,427","184,550","214,813","72,954","15,634","290,200","644,864","435,158","209,706","435,158","4,004","56,394","138,251","114,644","64,804","29,079","27,982","1,574","209,706","26,468","65,600","66,100","26,678","11,928","12,932",433,"432,165","186,339","67,812","46,564","32,110","99,340","2,993","206,407","113,401","33,946","17,362","12,247","6,393","5,028","18,030","3,299","471,410","17,541","149,771","193,390","84,450","19,007","4,067","3,184","1,159","13,737","459,386","55,116","60,671","60,432","53,345","42,236","187,586","25,761"
New Hampshire,"638,611","539,116","99,495",0.9,4,"638,611","404,224","35,052","35,803","34,566","29,646","19,532","43,337","36,177",274,"638,611","13,927","13,146","74,152","68,064","125,093","95,348","55,398","43,748","23,465","126,270","638,611","11,668","18,571","56,003","103,866","114,613","111,303","83,620","60,254","78,713",5.6,"638,611","12,811","70,001","190,583","241,507","100,277","23,432","539,116","383,839","155,277",2.58,2.09,"539,116","23,352","142,695","103,148","123,569","70,484","75,868","539,116","26,791","161,060","221,996","129,269","539,116","111,026","91,075","53,539","232,883",746,"35,316",739,"9,618","4,174","539,116","2,928","3,843","6,299","539,116","531,217","5,749","2,150","383,839","15,317","17,509","27,515","49,725","114,567","117,994","35,372","5,840","272,300","383,839","249,600","134,239","249,600",761,"13,475","46,347","68,699","54,293","32,753","33,272","1,967","134,239","3,568","7,131","20,330","34,199","30,211","38,800",812,"248,818","103,535","45,955","28,696","19,670","50,962",782,"133,244","40,223","28,866","18,054","11,595","8,859","5,462","20,185",995,"149,202","12,803","41,795","59,436","25,421","6,367","2,238","1,142","1,145","6,075","147,283","17,866","20,479","21,363","19,421","14,315","53,839","7,994"
New Jersey,"3,628,732","3,272,054","356,678",1.4,4.4,"3,628,732","1,941,895","353,278","325,225","227,010","169,675","171,814","405,554","33,411",870,"3,628,732","81,234","64,626","319,150","351,091","428,349","454,347","481,728","534,759","257,069","656,379","3,628,732","90,712","88,864","366,840","552,351","590,226","573,729","447,404","377,359","541,247",5.7,"3,628,732","98,643","503,815","934,844","1,177,101","708,222","206,107","3,272,054","2,094,427","1,177,627",2.77,2.46,"3,272,054","131,445","797,407","622,681","794,753","448,598","477,170","3,272,054","367,585","1,104,179","1,180,596","619,694","3,272,054","2,437,680","71,033","450,140","260,383","1,281","12,094","4,800","15,043","19,600","3,272,054","9,296","25,281","43,331","3,272,054","3,164,853","70,307","36,894","2,094,427","47,785","58,751","107,234","192,155","450,492","722,055","438,496","77,459","343,500","2,094,427","1,382,654","711,773","1,382,654","2,772","34,504","138,116","253,824","275,392","231,946","446,100","2,476","711,773","14,747","18,836","48,655","96,262","136,283","396,990","1,062","1,377,441","506,219","234,006","166,618","112,091","358,507","5,213","705,290","194,191","145,128","91,460","63,460","44,211","30,326","136,514","6,483","1,141,613","86,797","167,177","431,258","266,946","105,223","44,347","39,865","1,368","36,014","1,119,795","136,157","144,209","143,090","130,209","99,265","466,865","57,832"
New Mexico,"943,568","792,755","150,813",1.8,8.3,"943,568","608,157","32,781","17,612","35,411","27,067","21,400","40,966","158,040","2,134","943,568","23,880","25,043","138,338","166,759","160,798","165,137","93,020","90,769","37,902","41,922","943,568","26,865","25,563","71,619","162,898","227,575","182,376","113,067","66,775","66,830",5.3,"943,568","29,418","80,847","231,831","444,700","134,900","21,872","792,755","539,082","253,673",2.67,2.43,"792,755","37,631","209,526","140,520","188,444","105,267","111,367","792,755","45,059","261,951","289,013","196,732","792,755","500,232","54,427","167,360","1,401",514,"53,075","3,603","9,214","2,929","792,755","7,770","7,715","18,722","792,755","765,713","17,962","9,080","539,082","57,174","68,078","84,124","101,477","117,428","76,331","27,256","7,214","175,700","539,082","287,838","251,244","287,838","5,640","71,534","108,657","56,811","24,172","10,411","10,613","1,293","251,244","63,860","84,334","66,161","23,417","7,419","6,053",360,"285,515","132,505","40,942","29,050","18,848","64,170","2,323","246,464","131,537","40,423","24,312","14,766","8,860","5,874","20,692","4,780","229,836","30,027","116,814","63,088","15,325","3,165",658,759,857,"23,837","224,718","33,853","29,829","27,054","25,246","19,605","89,131","28,955"
New York,"8,362,971","7,417,224","945,747",1.5,4,"8,362,971","3,500,053","441,437","845,077","576,140","429,442","351,752","2,026,561","189,677","2,832","8,362,971","136,651","135,623","513,300","529,136","637,053","825,460","1,048,129","1,219,060","671,125","2,647,434","8,362,971","345,210","345,919","1,246,956","1,538,399","1,351,350","1,236,531","847,733","627,125","823,748",5,"8,362,971","400,256","1,567,814","2,241,039","2,635,255","1,152,368","366,239","7,417,224","4,014,516","3,402,708",2.71,2.37,"7,417,224","277,537","1,704,887","1,422,711","1,698,362","1,033,830","1,279,897","7,417,224","2,149,235","2,414,198","1,930,065","923,726","7,417,224","4,403,117","316,900","925,349","1,451,030","17,610","118,547","7,351","86,022","91,298","7,417,224","27,329","56,676","120,076","7,417,224","7,042,033","232,180","143,011","4,014,516","172,509","373,693","418,986","382,566","540,944","894,236","902,849","328,733","325,000","4,014,516","2,405,113","1,609,403","2,405,113","21,454","262,208","437,074","372,273","315,687","289,354","707,063","2,174","1,609,403","126,683","169,316","287,202","248,774","203,500","573,928",781,"2,394,558","1,014,129","350,776","246,476","173,365","609,812","10,555","1,590,615","602,109","297,429","188,432","120,947","81,655","56,846","243,197","18,788","3,285,639","332,447","747,401","869,732","634,290","322,392","154,225","225,152","1,315","117,069","3,213,696","458,705","381,172","372,923","346,475","292,744","1,361,677","189,012"
North Carolina,"4,687,122","4,031,592","655,530",1.5,6.8,"4,687,122","3,061,131","199,865","95,150","124,765","198,142","196,748","227,259","581,328","2,734","4,687,122","226,750","187,501","879,788","922,749","713,784","629,554","403,894","321,554","160,520","241,028","4,687,122","74,275","83,041","336,124","775,846","1,046,225","855,344","578,133","392,025","546,109",5.5,"4,687,122","77,313","314,192","1,156,197","2,222,828","729,484","187,108","4,031,592","2,649,849","1,381,743",2.57,2.39,"4,031,592","200,106","1,184,614","762,667","910,876","472,803","500,526","4,031,592","223,909","1,266,438","1,537,451","1,003,794","4,031,592","982,600","276,183","2,571,633","111,624",846,"60,474","1,932","6,106","20,194","4,031,592","12,023","24,943","67,517","4,031,592","3,941,563","62,524","27,505","2,649,849","198,779","376,424","439,197","440,580","543,549","446,134","171,898","33,288","182,100","2,649,849","1,656,220","993,629","1,656,220","28,283","407,073","565,255","331,380","156,346","79,233","88,650","1,328","993,629","159,508","333,953","303,231","120,474","41,455","35,008",402,"1,647,877","852,183","240,977","154,687","98,468","301,562","8,343","980,075","486,243","185,846","99,071","59,708","39,528","26,730","82,949","13,554","1,290,338","129,170","606,126","404,873","111,095","24,801","7,033","7,240",932,"91,405","1,261,780","182,026","172,384","170,298","146,805","112,345","477,922","119,963"
North Dakota,"376,597","320,873","55,724",1.8,9.8,"376,597","214,566","21,899","8,047","13,161","14,815","20,391","56,617","26,920",181,"376,597","30,241","30,079","41,548","38,169","41,908","66,637","32,718","32,551","15,825","46,921","376,597","10,878","12,524","36,326","63,633","58,409","50,872","40,898","35,478","67,579",5.6,"376,597","11,402","38,096","108,144","118,751","69,721","30,483","320,873","200,671","120,202",2.49,1.96,"320,873","19,303","103,410","69,470","57,134","32,820","38,736","320,873","16,515","91,838","124,141","88,379","320,873","129,937","43,156","131,381","7,596",544,"1,339",32,"3,797","3,091","320,873","1,398","2,280","4,397","320,873","313,972","4,532","2,369","200,671","19,376","23,562","24,408","33,074","53,151","35,379","10,012","1,709","199,900","200,671","106,683","93,988","106,683","1,073","19,559","35,740","26,980","12,853","5,594","4,884","1,457","93,988","9,968","22,880","34,712","17,410","5,722","3,296",476,"106,414","59,711","17,261","10,732","5,621","13,089",269,"93,023","52,659","15,810","8,192","4,672","3,019","1,532","7,139",965,"113,414","13,875","64,684","25,329","7,200","1,226",459,641,828,"6,788","111,476","23,340","18,249","15,911","10,912","7,827","35,237","8,726"
Ohio,"5,217,090","4,717,226","499,864",1.3,5.1,"5,217,090","3,596,884","240,057","211,875","228,157","242,417","198,577","306,300","191,217","1,606","5,217,090","102,262","85,407","488,431","617,753","471,628","739,669","625,077","728,663","316,465","1,041,735","5,217,090","72,839","91,555","357,462","693,871","978,538","1,022,464","744,638","535,983","719,740",5.9,"5,217,090","80,794","484,161","1,350,658","2,198,694","921,031","181,752","4,717,226","3,128,172","1,589,054",2.52,2.2,"4,717,226","209,579","1,277,061","895,225","1,020,511","601,725","713,125","4,717,226","365,855","1,558,488","1,775,061","1,017,822","4,717,226","3,078,048","255,737","1,144,011","95,744","3,572","79,861","1,059","37,989","21,205","4,717,226","15,089","44,023","76,110","4,717,226","4,652,825","48,684","15,717","3,128,172","255,428","626,907","663,381","555,056","570,232","340,442","99,127","17,599","151,400","3,128,172","1,951,579","1,176,593","1,951,579","32,259","516,655","690,693","378,282","168,231","79,145","86,314","1,286","1,176,593","101,086","300,802","414,143","204,689","83,271","72,602",480,"1,944,403","1,066,721","292,670","175,785","108,352","300,875","7,176","1,163,020","523,038","244,275","133,511","78,221","48,074","33,524","102,377","13,573","1,507,568","193,689","862,417","353,383","68,204","17,494","5,219","7,162",825,"81,486","1,474,200","241,353","213,048","196,038","173,693","125,398","524,670","114,854"
Oklahoma,"1,740,972","1,493,569","247,403",1.8,8.1,"1,740,972","1,270,019","35,681","32,605","46,856","64,962","59,247","69,014","159,688","2,900","1,740,972","68,547","67,842","230,567","203,683","254,921","322,358","197,082","175,228","89,533","131,211","1,740,972","31,228","36,324","124,967","267,035","428,587","359,356","217,117","130,987","145,371",5.5,"1,740,972","33,163","152,799","412,517","849,802","253,583","39,108","1,493,569","986,555","507,014",2.62,2.47,"1,493,569","81,519","450,688","302,666","326,903","159,318","172,475","1,493,569","80,540","483,106","572,795","357,128","1,493,569","761,965","97,786","593,289","2,874",165,"22,206",280,"11,181","3,823","1,493,569","6,026","13,018","26,104","1,493,569","1,453,456","29,729","10,384","986,555","116,096","209,164","196,498","173,694","159,991","92,066","30,974","8,072","142,400","986,555","537,801","448,754","537,801","10,457","151,292","194,225","99,142","41,286","19,630","21,769","1,246","448,754","77,905","141,893","137,889","53,265","20,653","17,149",406,"535,080","286,068","80,560","50,117","31,058","87,277","2,721","441,916","220,282","88,936","46,784","27,391","17,288","10,163","31,072","6,838","464,308","56,933","271,412","107,856","20,963","4,225","1,199","1,720",818,"42,706","453,580","77,955","65,929","60,919","49,362","37,455","161,960","53,434"
Oregon,"1,788,855","1,642,579","146,276",1.1,3.6,"1,788,855","1,132,699","84,492","47,278","77,360","78,010","66,775","157,957","138,033","6,251","1,788,855","67,600","44,192","248,862","302,717","196,488","332,774","162,492","141,829","92,420","199,481","1,788,855","53,315","72,942","157,260","304,540","346,952","307,001","209,673","146,080","191,092",5.4,"1,788,855","60,044","180,827","480,633","736,018","265,697","65,636","1,642,579","1,031,006","611,573",2.58,2.33,"1,642,579","89,986","527,365","342,361","361,000","175,911","145,956","1,642,579","118,748","505,008","620,855","397,968","1,642,579","618,227","29,778","846,842","27,951",168,"98,906","1,880","11,550","7,277","1,642,579","8,077","23,292","24,260","1,642,579","1,589,213","34,946","18,420","1,031,006","51,420","31,831","46,115","81,058","221,797","378,563","193,758","26,464","336,700","1,031,006","681,091","349,915","681,091","5,191","64,707","173,034","188,332","118,131","63,422","68,274","1,741","349,915","28,058","60,326","113,128","80,659","36,163","31,581",553,"678,406","281,488","112,303","81,979","50,994","151,642","2,685","346,174","148,772","67,328","40,645","24,126","15,332","10,015","39,956","3,741","586,408","37,846","170,777","221,276","105,866","33,945","9,415","7,283","1,173","25,165","576,599","65,973","71,413","78,322","69,356","54,209","237,326","34,974"
Pennsylvania,"5,713,345","5,106,601","606,744",1.4,5.1,"5,713,345","3,264,031","1,060,733","248,422","228,942","182,004","146,248","363,501","217,645","1,819","5,713,345","104,117","93,167","464,687","549,062","547,325","716,112","578,217","772,266","410,227","1,478,165","5,713,345","113,283","121,549","411,876","693,953","894,898","1,195,851","825,960","631,713","824,262",6,"5,713,345","124,503","585,949","1,290,943","2,450,406","1,006,354","255,190","5,106,601","3,522,269","1,584,332",2.54,2.16,"5,106,601","204,558","1,211,414","898,934","1,152,711","686,265","952,719","5,106,601","544,554","1,733,845","1,848,092","980,110","5,106,601","2,619,743","232,608","1,199,966","811,139","54,604","126,378","2,802","36,322","23,039","5,106,601","18,496","47,765","72,571","5,106,601","5,033,058","49,888","23,655","3,522,269","237,641","499,873","548,810","602,153","771,715","601,828","221,463","38,786","187,500","3,522,269","2,111,469","1,410,800","2,111,469","25,300","394,747","630,167","463,839","271,415","145,010","180,991","1,505","1,410,800","89,199","280,231","467,236","294,388","141,512","138,234",542,"2,102,661","1,058,886","327,898","207,871","130,222","377,784","8,808","1,395,353","577,134","277,795","167,647","104,929","69,987","46,788","151,073","15,447","1,496,375","172,101","636,479","457,458","151,425","46,505","16,894","15,513",958,"87,957","1,463,883","221,963","201,547","188,805","168,047","125,809","557,712","120,449"
Rhode Island,"469,289","414,730","54,559",1.4,5.1,"469,289","259,339","16,816","53,060","56,086","22,396","17,873","39,273","4,318",128,"469,289","4,679","4,240","27,921","36,584","52,957","57,541","54,851","57,515","30,952","142,049","469,289","11,030","13,822","48,979","80,381","94,779","86,694","55,197","36,241","42,166",5.3,"469,289","12,035","63,575","141,593","180,041","57,899","14,146","414,730","255,450","159,280",2.6,2.21,"414,730","16,091","110,459","83,711","87,936","51,454","65,079","414,730","37,353","148,150","155,481","73,746","414,730","223,737","15,037","43,961","121,062",239,"5,738",244,"2,626","2,086","414,730","1,252","3,464","5,497","414,730","406,764","5,473","2,493","255,450","5,585","3,830","13,302","35,612","88,160","77,171","26,598","5,192","276,600","255,450","173,461","81,989","173,461",985,"9,741","33,745","56,128","36,137","16,917","19,808","1,879","81,989","1,475","3,949","17,008","25,383","16,117","18,057",745,"173,115","71,148","29,202","19,852","14,468","38,445",346,"81,444","29,676","16,239","9,225","6,521","4,362","3,359","12,062",545,"153,245","24,664","47,848","53,166","19,382","5,028","1,567","1,590","1,031","6,035","149,899","19,994","20,068","19,137","19,810","14,024","56,866","9,381"
